"","Manufacturer","Sales.in.thousands","X4.year.resale.value","Popularity","MSRP"
"523","Mercedes-Benz",27.602,"41.45",617,40575
"524","Mercedes-Benz",27.602,"41.45",617,63900
"525","Mercedes-Benz",27.602,"41.45",617,39400
"526","Mercedes-Benz",27.602,"41.45",617,43125
"527","Mercedes-Benz",27.602,"41.45",617,50800
"528","Mercedes-Benz",27.602,"41.45",617,41125
"529","Mercedes-Benz",27.602,"41.45",617,41275
"530","Mercedes-Benz",27.602,"41.45",617,73250
"531","Mercedes-Benz",27.602,"41.45",617,65250
"532","Mercedes-Benz",27.602,"41.45",617,38950
"533","Mercedes-Benz",27.602,"41.45",617,39275
"534","Mercedes-Benz",27.602,"41.45",617,40950
"535","Mercedes-Benz",27.602,"41.45",617,39850
"536","Mercedes-Benz",27.602,"41.45",617,39500
"537","Mercedes-Benz",27.602,"41.45",617,52000
"538","Mercedes-Benz",27.602,"41.45",617,72800
"539","Mercedes-Benz",27.602,"41.45",617,67000
"540","Mercedes-Benz",27.602,"41.45",617,41675
"541","Mercedes-Benz",27.602,"41.45",617,44650
"542","Mercedes-Benz",27.602,"41.45",617,42650
"543","Mercedes-Benz",27.602,"41.45",617,43675
"544","Mercedes-Benz",27.602,"41.45",617,65200
"545","Mercedes-Benz",27.602,"41.45",617,41500
"546","Mercedes-Benz",27.602,"41.45",617,41850
"547","Mercedes-Benz",27.602,"41.45",617,75000
"548","Mercedes-Benz",27.602,"41.45",617,52900
"549","Mercedes-Benz",27.602,"41.45",617,50900
"550","Mercedes-Benz",27.602,"41.45",617,3555
"551","Mercedes-Benz",27.602,"41.45",617,3996
"552","Mercedes-Benz",27.602,"41.45",617,4330
"553","Mercedes-Benz",27.602,"41.45",617,4472
"554","Mercedes-Benz",27.602,"41.45",617,4661
"555","Mercedes-Benz",27.602,"41.45",617,5739
"556","Mercedes-Benz",27.602,"41.45",617,211000
"557","Mercedes-Benz",27.602,"41.45",617,158700
"558","Mercedes-Benz",27.602,"41.45",617,114100
"559","Mercedes-Benz",27.602,"41.45",617,151500
"560","Mercedes-Benz",27.602,"41.45",617,213200
"561","Mercedes-Benz",27.602,"41.45",617,153000
"562","Mercedes-Benz",27.602,"41.45",617,115300
"563","Mercedes-Benz",27.602,"41.45",617,160300
"564","Mercedes-Benz",27.602,"41.45",617,215500
"565","Mercedes-Benz",27.602,"41.45",617,116600
"566","Mercedes-Benz",27.602,"41.45",617,162000
"567","Mercedes-Benz",27.602,"41.45",617,154600
"568","Mercedes-Benz",27.602,"41.45",617,31500
"569","Mercedes-Benz",27.602,"41.45",617,33500
"570","Mercedes-Benz",27.602,"41.45",617,48500
"571","Mercedes-Benz",27.602,"41.45",617,32050
"572","Mercedes-Benz",27.602,"41.45",617,49500
"573","Mercedes-Benz",27.602,"41.45",617,34050
"574","Mercedes-Benz",27.602,"41.45",617,32400
"575","Mercedes-Benz",27.602,"41.45",617,34400
"576","Mercedes-Benz",27.602,"41.45",617,49950
"577","Mercedes-Benz",27.602,"41.45",617,54200
"578","Mercedes-Benz",27.602,"41.45",617,89200
"579","Mercedes-Benz",27.602,"41.45",617,46200
"580","Mercedes-Benz",27.602,"41.45",617,62900
"581","Mercedes-Benz",27.602,"41.45",617,54900
"582","Mercedes-Benz",27.602,"41.45",617,46450
"583","Mercedes-Benz",27.602,"41.45",617,55150
"584","Mercedes-Benz",27.602,"41.45",617,135000
"585","Mercedes-Benz",27.602,"41.45",617,63200
"586","Mercedes-Benz",27.602,"41.45",617,89500
"587","Mercedes-Benz",27.602,"41.45",617,54500
"588","Mercedes-Benz",27.602,"41.45",617,56100
"589","Mercedes-Benz",27.602,"41.45",617,64800
"590","Mercedes-Benz",27.602,"41.45",617,56800
"591","Mercedes-Benz",27.602,"41.45",617,48100
"592","Mercedes-Benz",27.602,"41.45",617,73200
"593","Mercedes-Benz",27.602,"41.45",617,106550
"594","Mercedes-Benz",27.602,"41.45",617,65990
"595","Mercedes-Benz",27.602,"41.45",617,68490
"596","Mercedes-Benz",27.602,"41.45",617,75700
"597","Mercedes-Benz",27.602,"41.45",617,66900
"598","Mercedes-Benz",27.602,"41.45",617,69400
"599","Mercedes-Benz",27.602,"41.45",617,107800
"600","Mercedes-Benz",27.602,"41.45",617,76600
"601","Mercedes-Benz",27.602,"41.45",617,74100
"602","Mercedes-Benz",27.602,"41.45",617,74850
"603","Mercedes-Benz",27.602,"41.45",617,77350
"604","Mercedes-Benz",27.602,"41.45",617,108900
"605","Mercedes-Benz",27.602,"41.45",617,55850
"606","Mercedes-Benz",27.602,"41.45",617,93600
"607","Mercedes-Benz",27.602,"41.45",617,53350
"608","Mercedes-Benz",27.602,"41.45",617,57100
"609","Mercedes-Benz",27.602,"41.45",617,54800
"610","Mercedes-Benz",27.602,"41.45",617,59000
"611","Mercedes-Benz",27.602,"41.45",617,54300
"612","Mercedes-Benz",27.602,"41.45",617,67750
"613","Mercedes-Benz",27.602,"41.45",617,52300
"614","Mercedes-Benz",27.602,"41.45",617,100600
"615","Mercedes-Benz",27.602,"41.45",617,103200
"616","Mercedes-Benz",27.602,"41.45",617,52300
"617","Mercedes-Benz",27.602,"41.45",617,64850
"618","Mercedes-Benz",27.602,"41.45",617,54300
"619","Mercedes-Benz",27.602,"41.45",617,59400
"620","Mercedes-Benz",27.602,"41.45",617,61350
"621","Mercedes-Benz",27.602,"41.45",617,51800
"622","Mercedes-Benz",27.602,"41.45",617,59000
"623","Mercedes-Benz",27.602,"41.45",617,54800
"624","Mercedes-Benz",27.602,"41.45",617,51800
"625","Mercedes-Benz",27.602,"41.45",617,62350
"626","Mercedes-Benz",27.602,"41.45",617,63100
"627","Mercedes-Benz",27.602,"41.45",617,59900
"628","Mercedes-Benz",27.602,"41.45",617,59900
"629","Mercedes-Benz",27.602,"41.45",617,55150
"630","Mercedes-Benz",27.602,"41.45",617,53100
"631","Mercedes-Benz",27.602,"41.45",617,65600
"632","Mercedes-Benz",27.602,"41.45",617,101700
"633","Mercedes-Benz",27.602,"41.45",617,53100
"634","Mercedes-Benz",27.602,"41.45",617,55600
"635","Mercedes-Benz",27.602,"41.45",617,54200
"636","Mercedes-Benz",27.602,"41.45",617,60300
"637","Mercedes-Benz",27.602,"41.45",617,62250
"638","Mercedes-Benz",27.602,"41.45",617,55150
"639","Mercedes-Benz",27.602,"41.45",617,55600
"640","Mercedes-Benz",27.602,"41.45",617,68700
"641","Mercedes-Benz",27.602,"41.45",617,104300
"642","Mercedes-Benz",27.602,"41.45",617,52650
"643","Mercedes-Benz",27.602,"41.45",617,52650
"644","Mercedes-Benz",27.602,"41.45",617,56700
"645","Mercedes-Benz",27.602,"41.45",617,62600
"646","Mercedes-Benz",27.602,"41.45",617,54650
"647","Mercedes-Benz",27.602,"41.45",617,54650
"648","Mercedes-Benz",27.602,"41.45",617,57050
"649","Mercedes-Benz",27.602,"41.45",617,52150
"650","Mercedes-Benz",27.602,"41.45",617,52150
"651","Mercedes-Benz",27.602,"41.45",617,54550
"652","Mercedes-Benz",27.602,"41.45",617,60650
"653","Mercedes-Benz",27.602,"41.45",617,69100
"654","Mercedes-Benz",27.602,"41.45",617,5878
"655","Mercedes-Benz",27.602,"41.45",617,6120
"656","Mercedes-Benz",27.602,"41.45",617,115400
"657","Mercedes-Benz",27.602,"41.45",617,137100
"658","Mercedes-Benz",27.602,"41.45",617,119900
"659","Mercedes-Benz",27.602,"41.45",617,139900
"660","Mercedes-Benz",27.602,"41.45",617,217900
"661","Mercedes-Benz",27.602,"41.45",617,63000
"662","Mercedes-Benz",27.602,"41.45",617,64550
"663","Mercedes-Benz",27.602,"41.45",617,88600
"664","Mercedes-Benz",27.602,"41.45",617,118160
"665","Mercedes-Benz",27.602,"41.45",617,119450
"666","Mercedes-Benz",27.602,"41.45",617,89950
"667","Mercedes-Benz",27.602,"41.45",617,65200
"668","Mercedes-Benz",27.602,"41.45",617,63600
"669","Mercedes-Benz",27.602,"41.45",617,89950
"670","Mercedes-Benz",27.602,"41.45",617,63600
"671","Mercedes-Benz",27.602,"41.45",617,65200
"672","Mercedes-Benz",27.602,"41.45",617,119450
"673","Mercedes-Benz",27.602,"41.45",617,31300
"674","Mercedes-Benz",27.602,"41.45",617,33300
"675","Mercedes-Benz",27.602,"41.45",617,48300
"676","Mercedes-Benz",27.602,"41.45",617,49580
"677","Mercedes-Benz",27.602,"41.45",617,32500
"678","Mercedes-Benz",27.602,"41.45",617,34500
"679","Mercedes-Benz",27.602,"41.45",617,49900
"680","Mercedes-Benz",27.602,"41.45",617,32850
"681","Mercedes-Benz",27.602,"41.45",617,34850
"682","Mercedes-Benz",27.602,"41.45",617,38950
"683","Mercedes-Benz",27.602,"41.45",617,40950
"684","Mercedes-Benz",27.602,"41.45",617,39150
"685","Mercedes-Benz",27.602,"41.45",617,41150
"686","Mercedes-Benz",27.602,"41.45",617,65100
"687","Mercedes-Benz",27.602,"41.45",617,109300
"688","Mercedes-Benz",27.602,"41.45",617,69650
"689","Mercedes-Benz",27.602,"41.45",617,110650
"690","Mercedes-Benz",27.602,"41.45",617,64600
"691","Mercedes-Benz",27.602,"41.45",617,99950
"692","Mercedes-Benz",27.602,"41.45",617,51100
"693","Mercedes-Benz",27.602,"41.45",617,107100
"694","Mercedes-Benz",27.602,"41.45",617,52500
"695","Mercedes-Benz",27.602,"41.45",617,53600
"696","Mercedes-Benz",27.602,"41.45",617,108840
"697","Mercedes-Benz",27.602,"41.45",617,101690
"698","Mercedes-Benz",27.602,"41.45",617,65650
"699","Mercedes-Benz",27.602,"41.45",617,52000
"700","Mercedes-Benz",27.602,"41.45",617,54500
"701","Mercedes-Benz",27.602,"41.45",617,37090
"702","Mercedes-Benz",27.602,"41.45",617,39090
"703","Mercedes-Benz",27.602,"41.45",617,38590
"704","Mercedes-Benz",27.602,"41.45",617,38980
"705","Mercedes-Benz",27.602,"41.45",617,39480
"706","Mercedes-Benz",27.602,"41.45",617,37480
"707","Mercedes-Benz",27.602,"41.45",617,37900
"708","Mercedes-Benz",27.602,"41.45",617,39900
"709","Mercedes-Benz",27.602,"41.45",617,39400
"710","Mercedes-Benz",27.602,"41.45",617,124100
"711","Mercedes-Benz",27.602,"41.45",617,93850
"712","Mercedes-Benz",27.602,"41.45",617,68700
"713","Mercedes-Benz",27.602,"41.45",617,51270
"714","Mercedes-Benz",27.602,"41.45",617,96100
"715","Mercedes-Benz",27.602,"41.45",617,58800
"716","Mercedes-Benz",27.602,"41.45",617,49770
"717","Mercedes-Benz",27.602,"41.45",617,47270
"718","Mercedes-Benz",27.602,"41.45",617,97250
"719","Mercedes-Benz",27.602,"41.45",617,51790
"720","Mercedes-Benz",27.602,"41.45",617,50290
"721","Mercedes-Benz",27.602,"41.45",617,59450
"722","Mercedes-Benz",27.602,"41.45",617,47790
"723","Mercedes-Benz",27.602,"41.45",617,62900
"724","Mercedes-Benz",27.602,"41.45",617,48300
"725","Mercedes-Benz",27.602,"41.45",617,49800
"726","Mercedes-Benz",27.602,"41.45",617,98400
"727","Mercedes-Benz",27.602,"41.45",617,50800
"728","Mercedes-Benz",27.602,"41.45",617,189350
"729","Mercedes-Benz",27.602,"41.45",617,191300
"730","Mercedes-Benz",27.602,"41.45",617,32500
"731","Mercedes-Benz",27.602,"41.45",617,28950
"732","Mercedes-Benz",27.602,"41.45",617,5650
"733","Mercedes-Benz",27.602,"41.45",617,49300
"734","Mercedes-Benz",27.602,"41.45",617,50800
"735","Mercedes-Benz",27.602,"41.45",617,50240
"736","Mercedes-Benz",27.602,"41.45",617,51740
"737","Mercedes-Benz",27.602,"41.45",617,52690
"738","Mercedes-Benz",27.602,"41.45",617,53840
"739","Mercedes-Benz",27.602,"41.45",617,94400
"740","Mercedes-Benz",27.602,"41.45",617,141450
"741","Mercedes-Benz",27.602,"41.45",617,97400
"742","Mercedes-Benz",27.602,"41.45",617,160900
"743","Mercedes-Benz",27.602,"41.45",617,222000
"744","Mercedes-Benz",27.602,"41.45",617,230900
"745","Mercedes-Benz",27.602,"41.45",617,166900
"746","Mercedes-Benz",27.602,"41.45",617,119900
"747","Mercedes-Benz",27.602,"41.45",617,234050
"748","Mercedes-Benz",27.602,"41.45",617,121550
"749","Mercedes-Benz",27.602,"41.45",617,143250
"750","Mercedes-Benz",27.602,"41.45",617,95650
"751","Mercedes-Benz",27.602,"41.45",617,169050
"752","Mercedes-Benz",27.602,"41.45",617,98650
"753","Mercedes-Benz",27.602,"41.45",617,163150
"754","Mercedes-Benz",27.602,"41.45",617,224650
"755","Mercedes-Benz",27.602,"41.45",617,144700
"756","Mercedes-Benz",27.602,"41.45",617,99600
"757","Mercedes-Benz",27.602,"41.45",617,131400
"758","Mercedes-Benz",27.602,"41.45",617,170750
"759","Mercedes-Benz",27.602,"41.45",617,176400
"760","Mercedes-Benz",27.602,"41.45",617,226900
"761","Mercedes-Benz",27.602,"41.45",617,247900
"762","Mercedes-Benz",27.602,"41.45",617,96600
"763","Mercedes-Benz",27.602,"41.45",617,84000
"764","Mercedes-Benz",27.602,"41.45",617,106700
"765","Mercedes-Benz",27.602,"41.45",617,214500
"766","Mercedes-Benz",27.602,"41.45",617,147300
"767","Mercedes-Benz",27.602,"41.45",617,108050
"768","Mercedes-Benz",27.602,"41.45",617,85050
"769","Mercedes-Benz",27.602,"41.45",617,217550
"770","Mercedes-Benz",27.602,"41.45",617,149700
"771","Mercedes-Benz",27.602,"41.45",617,110800
"772","Mercedes-Benz",27.602,"41.45",617,151350
"773","Mercedes-Benz",27.602,"41.45",617,219850
"774","Mercedes-Benz",27.602,"41.45",617,86950
"775","Mercedes-Benz",27.602,"41.45",617,60300
"776","Mercedes-Benz",27.602,"41.45",617,47950
"777","Mercedes-Benz",27.602,"41.45",617,56225
"778","Mercedes-Benz",27.602,"41.45",617,68925
"779","Mercedes-Benz",27.602,"41.45",617,43525
"780","Mercedes-Benz",27.602,"41.45",617,43950
"781","Mercedes-Benz",27.602,"41.45",617,57650
"782","Mercedes-Benz",27.602,"41.45",617,70850
"783","Mercedes-Benz",27.602,"41.45",617,59200
"784","Mercedes-Benz",27.602,"41.45",617,47000
"785","Mercedes-Benz",27.602,"41.45",617,72600
"786","Mercedes-Benz",27.602,"41.45",617,480000
"787","Mercedes-Benz",27.602,"41.45",617,495000
"788","Mercedes-Benz",27.602,"41.45",617,495000
"789","Mercedes-Benz",27.602,"41.45",617,221580
"790","Mercedes-Benz",27.602,"41.45",617,228080
"791","Mercedes-Benz",27.602,"41.45",617,199500
"792","Mercedes-Benz",27.602,"41.45",617,206000
"793","Mercedes-Benz",27.602,"41.45",617,275000
"794","Mercedes-Benz",27.602,"41.45",617,201500
"795","Mercedes-Benz",27.602,"41.45",617,208000
"796","Mercedes-Benz",27.602,"41.45",617,183000
"797","Mercedes-Benz",27.602,"41.45",617,189600
"798","Mercedes-Benz",27.602,"41.45",617,196100
"799","Mercedes-Benz",16.774,"50.375",617,2000
"800","Mercedes-Benz",16.774,"50.375",617,2000
"801","Mercedes-Benz",16.774,"50.375",617,2000
"802","Mercedes-Benz",16.774,"50.375",617,2000
"803","Mercedes-Benz",16.774,"50.375",617,2000
"804","Mercedes-Benz",16.774,"50.375",617,2000
"805","Mercedes-Benz",16.774,"50.375",617,2232
"806","Mercedes-Benz",16.774,"50.375",617,2000
"807","Mercedes-Benz",16.774,"50.375",617,2000
"808","Mercedes-Benz",16.774,"50.375",617,2105
"809","Mercedes-Benz",16.774,"50.375",617,2199
"810","Mercedes-Benz",16.774,"50.375",617,2000
"811","Mercedes-Benz",16.774,"50.375",617,2124
"812","Mercedes-Benz",16.774,"50.375",617,3552
"813","Mercedes-Benz",16.774,"50.375",617,2179
"814","Mercedes-Benz",16.774,"50.375",617,2000
"815","Mercedes-Benz",16.774,"50.375",617,2000
"816","Mercedes-Benz",16.774,"50.375",617,2377
"817","Mercedes-Benz",16.774,"50.375",617,3814
"818","Mercedes-Benz",16.774,"50.375",617,2207
"819","Mercedes-Benz",16.774,"50.375",617,2000
"820","Mercedes-Benz",16.774,"50.375",617,2248
"821","Mercedes-Benz",16.774,"50.375",617,2065
"822","Mercedes-Benz",16.774,"50.375",617,2547
"823","Mercedes-Benz",16.774,"50.375",617,2282
"824","Mercedes-Benz",16.774,"50.375",617,2000
"825","Mercedes-Benz",16.774,"50.375",617,2544
"826","Mercedes-Benz",16.774,"50.375",617,2397
"827","Mercedes-Benz",16.774,"50.375",617,2000
"828","Mercedes-Benz",16.774,"50.375",617,4174
"829","Mercedes-Benz",16.774,"50.375",617,2187
"830","Mercedes-Benz",16.774,"50.375",617,2729
"831","Mercedes-Benz",16.774,"50.375",617,2433
"832","Mercedes-Benz",16.774,"50.375",617,2247
"833","Mercedes-Benz",16.774,"50.375",617,2540
"834","Mercedes-Benz",16.774,"50.375",617,2144
"835","Mercedes-Benz",16.774,"50.375",617,2098
"836","Mercedes-Benz",16.774,"50.375",617,2178
"837","Mercedes-Benz",16.774,"50.375",617,2311
"838","Mercedes-Benz",16.774,"50.375",617,2168
"839","Mercedes-Benz",16.774,"50.375",617,2497
"840","Mercedes-Benz",16.774,"50.375",617,2278
"841","Mercedes-Benz",16.774,"50.375",617,2650
"842","Mercedes-Benz",16.774,"50.375",617,2000
"843","Mercedes-Benz",16.774,"50.375",617,2186
"844","Mercedes-Benz",16.774,"50.375",617,4155
"845","Mercedes-Benz",16.774,"50.375",617,2427
"846","Mercedes-Benz",16.774,"50.375",617,3245
"847","Mercedes-Benz",16.774,"50.375",617,4701
"848","Mercedes-Benz",16.774,"50.375",617,3176
"849","Mercedes-Benz",16.774,"50.375",617,3613
"850","Mercedes-Benz",16.774,"50.375",617,5140
"851","Mercedes-Benz",16.774,"50.375",617,2692
"852","Mercedes-Benz",16.774,"50.375",617,2323
"853","Mercedes-Benz",16.774,"50.375",617,2170
"854","Mercedes-Benz",16.774,"50.375",617,2443
"855","Mercedes-Benz",16.774,"50.375",617,2304
"856","Mercedes-Benz",16.774,"50.375",617,2960
"857","Mercedes-Benz",16.774,"50.375",617,3108
"858","Mercedes-Benz",16.774,"50.375",617,4623
"859","Mercedes-Benz",16.774,"50.375",617,3211
"860","Mercedes-Benz",16.774,"50.375",617,129900
"861","Mercedes-Benz",16.774,"50.375",617,131200
"862","Mercedes-Benz",16.774,"50.375",617,111200
"863","Mercedes-Benz",16.774,"50.375",617,41450
"864","Mercedes-Benz",16.774,"50.375",617,41450
"865","Mercedes-Benz",16.774,"50.375",617,39900
"866","Mercedes-Benz",16.774,"50.375",617,40400
"867","Mercedes-Benz",16.774,"50.375",617,46050
"868","Mercedes-Benz",16.774,"50.375",617,42575
"869","Mercedes-Benz",16.774,"50.375",617,62950
"870","Mercedes-Benz",16.774,"50.375",617,38400
"871","Mercedes-Benz",16.774,"50.375",617,44050
"872","Mercedes-Benz",16.774,"50.375",617,41050
"873","Mercedes-Benz",16.774,"50.375",617,48590
"874","Mercedes-Benz",16.774,"50.375",617,39050
"875","Mercedes-Benz",16.774,"50.375",617,71900
"876","Mercedes-Benz",16.774,"50.375",617,40575
"877","Mercedes-Benz",16.774,"50.375",617,63900
"878","Mercedes-Benz",16.774,"50.375",617,39400
"879","Mercedes-Benz",16.774,"50.375",617,43125
"880","Mercedes-Benz",16.774,"50.375",617,50800
"881","Mercedes-Benz",16.774,"50.375",617,41125
"882","Mercedes-Benz",16.774,"50.375",617,41275
"883","Mercedes-Benz",16.774,"50.375",617,73250
"884","Mercedes-Benz",16.774,"50.375",617,65250
"885","Mercedes-Benz",16.774,"50.375",617,38950
"886","Mercedes-Benz",16.774,"50.375",617,39275
"887","Mercedes-Benz",16.774,"50.375",617,40950
"888","Mercedes-Benz",16.774,"50.375",617,39850
"889","Mercedes-Benz",16.774,"50.375",617,39500
"890","Mercedes-Benz",16.774,"50.375",617,52000
"891","Mercedes-Benz",16.774,"50.375",617,72800
"892","Mercedes-Benz",16.774,"50.375",617,67000
"893","Mercedes-Benz",16.774,"50.375",617,41675
"894","Mercedes-Benz",16.774,"50.375",617,44650
"895","Mercedes-Benz",16.774,"50.375",617,42650
"896","Mercedes-Benz",16.774,"50.375",617,43675
"897","Mercedes-Benz",16.774,"50.375",617,65200
"898","Mercedes-Benz",16.774,"50.375",617,41500
"899","Mercedes-Benz",16.774,"50.375",617,41850
"900","Mercedes-Benz",16.774,"50.375",617,75000
"901","Mercedes-Benz",16.774,"50.375",617,52900
"902","Mercedes-Benz",16.774,"50.375",617,50900
"903","Mercedes-Benz",16.774,"50.375",617,3555
"904","Mercedes-Benz",16.774,"50.375",617,3996
"905","Mercedes-Benz",16.774,"50.375",617,4330
"906","Mercedes-Benz",16.774,"50.375",617,4472
"907","Mercedes-Benz",16.774,"50.375",617,4661
"908","Mercedes-Benz",16.774,"50.375",617,5739
"909","Mercedes-Benz",16.774,"50.375",617,211000
"910","Mercedes-Benz",16.774,"50.375",617,158700
"911","Mercedes-Benz",16.774,"50.375",617,114100
"912","Mercedes-Benz",16.774,"50.375",617,151500
"913","Mercedes-Benz",16.774,"50.375",617,213200
"914","Mercedes-Benz",16.774,"50.375",617,153000
"915","Mercedes-Benz",16.774,"50.375",617,115300
"916","Mercedes-Benz",16.774,"50.375",617,160300
"917","Mercedes-Benz",16.774,"50.375",617,215500
"918","Mercedes-Benz",16.774,"50.375",617,116600
"919","Mercedes-Benz",16.774,"50.375",617,162000
"920","Mercedes-Benz",16.774,"50.375",617,154600
"921","Mercedes-Benz",16.774,"50.375",617,31500
"922","Mercedes-Benz",16.774,"50.375",617,33500
"923","Mercedes-Benz",16.774,"50.375",617,48500
"924","Mercedes-Benz",16.774,"50.375",617,32050
"925","Mercedes-Benz",16.774,"50.375",617,49500
"926","Mercedes-Benz",16.774,"50.375",617,34050
"927","Mercedes-Benz",16.774,"50.375",617,32400
"928","Mercedes-Benz",16.774,"50.375",617,34400
"929","Mercedes-Benz",16.774,"50.375",617,49950
"930","Mercedes-Benz",16.774,"50.375",617,54200
"931","Mercedes-Benz",16.774,"50.375",617,89200
"932","Mercedes-Benz",16.774,"50.375",617,46200
"933","Mercedes-Benz",16.774,"50.375",617,62900
"934","Mercedes-Benz",16.774,"50.375",617,54900
"935","Mercedes-Benz",16.774,"50.375",617,46450
"936","Mercedes-Benz",16.774,"50.375",617,55150
"937","Mercedes-Benz",16.774,"50.375",617,135000
"938","Mercedes-Benz",16.774,"50.375",617,63200
"939","Mercedes-Benz",16.774,"50.375",617,89500
"940","Mercedes-Benz",16.774,"50.375",617,54500
"941","Mercedes-Benz",16.774,"50.375",617,56100
"942","Mercedes-Benz",16.774,"50.375",617,64800
"943","Mercedes-Benz",16.774,"50.375",617,56800
"944","Mercedes-Benz",16.774,"50.375",617,48100
"945","Mercedes-Benz",16.774,"50.375",617,73200
"946","Mercedes-Benz",16.774,"50.375",617,106550
"947","Mercedes-Benz",16.774,"50.375",617,65990
"948","Mercedes-Benz",16.774,"50.375",617,68490
"949","Mercedes-Benz",16.774,"50.375",617,75700
"950","Mercedes-Benz",16.774,"50.375",617,66900
"951","Mercedes-Benz",16.774,"50.375",617,69400
"952","Mercedes-Benz",16.774,"50.375",617,107800
"953","Mercedes-Benz",16.774,"50.375",617,76600
"954","Mercedes-Benz",16.774,"50.375",617,74100
"955","Mercedes-Benz",16.774,"50.375",617,74850
"956","Mercedes-Benz",16.774,"50.375",617,77350
"957","Mercedes-Benz",16.774,"50.375",617,108900
"958","Mercedes-Benz",16.774,"50.375",617,55850
"959","Mercedes-Benz",16.774,"50.375",617,93600
"960","Mercedes-Benz",16.774,"50.375",617,53350
"961","Mercedes-Benz",16.774,"50.375",617,57100
"962","Mercedes-Benz",16.774,"50.375",617,54800
"963","Mercedes-Benz",16.774,"50.375",617,59000
"964","Mercedes-Benz",16.774,"50.375",617,54300
